Pay Grade/Step,Annual Salary,Class ,Title,Department,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Description,Year of Birth,Date Started,FLSA Exempt Y/N
SR0202,9539.71,05070,Library Page,Public Library,Part Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1961,09/30/2013,N
NS,3990,09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1963,08/15/2007,N
NS,2160,09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,8,Service Maintenance,F,01,White (Not of Hispanic Origin),1936,08/15/2007,N
ET0402,45452.36,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1980,08/13/2007,N
ET0403,46918.33,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1983,08/13/2007,N
SR0900,47879.95,07785,Info Systems App Tech 2,General Services,Full Time,3,Technicians,M,02,Black,1961,08/13/2007,N
ET0302,41149.36,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1986,05/16/2011,N
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,4,Protective Service Workers,M,02,Black,1940,08/16/2007,N
NS,29490,06554,Deputy-Tax Accounting,Trustee,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1938,08/22/2007,N
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1969,08/21/2007,N
CO0203,38351.76,06981,Correctional Officer 2,Sheriff,Full Time,4,Protective Service Workers,M,02,Black,1984,06/01/2012,N
SR063M,31892.2,07737,Cust Svc Field Rep 2,Water Services,Full Time,8,Service Maintenance,M,02,Black,1967,08/25/2007,N
TG1102,40172.35,06184,Indust Mechanic 1,Water Services,Full Time,7,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1982,08/25/2007,N
SR1004,48384.29,07300,Engineering Tech 3,Water Services,Full Time,3,Technicians,F,01,White (Not of Hispanic Origin),1961,08/25/2007,N
MAC05A,29535.1,10210,Bus Driver,Metro Action Commission,Full Time,8,Service Maintenance,F,02,Black,1979,08/27/2007,N
SR0904,43804.09,06034,Program Coord,Parks,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1975,08/27/2007,Y
SR0704,17084.62,06880,Recreation Leader,Parks,Part Time,5,Para-Professional,F,01,White (Not of Hispanic Origin),1980,09/01/2007,N
PS0403,49315.3,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,09/04/2007,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,09/04/2007,N
PS0602,59803.97,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1979,09/04/2007,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,09/04/2007,N
SR1200,60429.72,07245,Admin Svcs Officer 4,General Services,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1959,09/03/2007,Y
SR0803,38351.76,07336,Naturalist 3,Parks,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1969,09/01/2007,N
SR0401,23113.2,02900,Circulation Asst 1,Public Library,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1975,01/19/2015,N
TL1203,48021.34,06213,Radio Tech 3,General Services,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1955,09/10/2007,N
SR1300,75036.06,07242,Admin Svcs Mgr,Assessor of Property,Full Time,1,Officials and Administrators,M,02,Black,1974,09/10/2007,Y
SR0403,24654.86,02900,Circulation Asst 1,Public Library,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1957,09/10/2007,N
SR0900,49856.74,06673,Claims Rep 2,Law,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1973,09/17/2007,Y
DP0200,138653.59,10530,Metropolitan Auditor,Internal Audit,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1960,09/18/2007,Y
SR0800,37896.46,06631,Food Inspector 1,Health,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1971,09/08/2007,N
HD0300,41850.89,10758,Public Health Nurse 1,Health,Part Time,2,Professionals,F,01,White (Not of Hispanic Origin),1958,09/13/2007,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,09/16/2007,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,02,Black,1981,09/16/2007,N
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,09/16/2007,N
CM00,15000,01334,Council Member,Metropolitan Council,Elected,0,Elected Officials,M,01,White (Not of Hispanic Origin),1957,09/01/2007,Y
DP0300,135934.89,07113,Chief Info Officer,Information Technology Service,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1966,01/05/2009,Y
CM00,15000,01334,Council Member,Metropolitan Council,Elected,0,Elected Officials,M,01,White (Not of Hispanic Origin),1980,09/01/2007,Y
CM00,15000,01334,Council Member,Metropolitan Council,Elected,0,Elected Officials,M,01,White (Not of Hispanic Origin),1970,09/01/2007,Y
NS,30150.89,06788,Deputy Clerk 2,County Clerk,Full Time,6,Administrative Support,F,99,Unknown,1950,09/17/2007,N
TG1102,40172.35,06186,Treatment Plant Tech 2,Water Services,Full Time,7,Skilled Craft Workers,M,02,Black,1979,02/27/2012,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,02/19/2008,N
CM00,15000,01334,Council Member,Metropolitan Council,Elected,0,Elected Officials,M,01,White (Not of Hispanic Origin),1978,09/30/2011,Y
SR1200,56442.6,04702,Plans Examiner 2,Codes Administration,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1945,10/01/2007,Y
TL1102,44289.11,07802,Treatment Plant Tech 3,Water Services,Full Time,7,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1987,09/24/2007,N
NS,97389.25,07971,Sports Authority Exec Director,Sports Authority,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1974,05/01/2013,Y
SR0602,29995.23,10613,Security Officer 1,Sheriff,Full Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1972,10/08/2007,N
SR1500,93930.34,07762,Special Projects Mgr,Parks,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1962,09/21/2007,Y
SR0503,27675.28,07767,Circulation Asst 2,Public Library,Full Time,5,Para-Professional,M,01,White (Not of Hispanic Origin),1970,09/24/2007,N
PS0403,49315.3,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,04/27/2009,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1968,10/01/2007,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,10/01/2007,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1962,10/01/2007,N
PS0602,59803.97,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1973,10/01/2007,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1972,10/01/2007,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,10/01/2007,N
PS0502,54307.04,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,10/01/2007,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,10/01/2007,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,05,American Indian/Alaskan Native,1983,10/01/2007,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,10/01/2007,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,10/01/2007,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,10/01/2007,N
CM00,15000,01334,Council Member,Metropolitan Council,Elected,0,Elected Officials,F,01,White (Not of Hispanic Origin),1963,09/21/2007,Y
CM00,15000,01334,Council Member,Metropolitan Council,Elected,0,Elected Officials,M,02,Black,1979,09/21/2007,Y
CM00,15000,01334,Council Member,Metropolitan Council,Elected,0,Elected Officials,F,02,Black,1949,09/21/2007,Y
CM00,15000,01334,Council Member,Metropolitan Council,Elected,0,Elected Officials,F,02,Black,1953,09/21/2007,Y
CM00,15000,01334,Council Member,Metropolitan Council,Elected,0,Elected Officials,M,02,Black,1966,09/01/2007,Y
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,4,Protective Service Workers,F,02,Black,1968,10/01/2007,N
SR1004,48384.29,06123,Historic Preservationist 1,Historical Commission,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1977,10/08/2007,Y
NS,38054.87,07955,Career Coach-NCAC,NCAC,Full Time,2,Professionals,F,02,Black,1971,10/16/2007,N
TG0503,30853.08,04160,Sanitation Worker,Public Works,Full Time,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1951,10/08/2007,N
SR1200,55879.16,07757,Technical Specialist 2,General Services,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1958,10/08/2007,Y
SR0800,37774.52,02867,Law Clerk,Law,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1984,10/08/2007,N
SR1200,65248.75,07783,Info Systems App Analyst 3,Assessor of Property,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1978,10/08/2007,Y
MAC02A,25222.08,10216,Custodian,Metro Action Commission,Full Time,8,Service Maintenance,M,02,Black,1953,10/08/2007,N
SR1300,67010.2,10715,Crime Lab Business Mgr,Police,Full Time,1,Officials and Administrators,F,01,White (Not of Hispanic Origin),1978,10/15/2007,Y
SR0800,37959.53,02730,Human Resources Analyst 1,Human Resources,Full Time,2,Professionals,M,02,Black,1971,04/14/2014,N
ET0303,42476.72,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1983,10/15/2007,N
SR0500,27346.83,06485,Outreach Worker,Health,Full Time,5,Para-Professional,M,02,Black,1970,10/16/2007,N
SR0604,31931.37,04630,Library Assoc 1,Public Library,Full Time,5,Para-Professional,F,02,Black,1975,10/15/2007,N
SR0803,38351.76,07364,Police Operations Coord 2,Police,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1982,10/08/2007,N
NS,146391.42,07976,Deputy Mayor,Mayor's Office,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1961,10/15/2007,Y
TG063M,33549.34,10166,Water Maint Tech 3,Water Services,Full Time,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1966,10/20/2007,N
SR1003,46918.33,10465,Water Quality Analyst 2,Water Services,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1976,10/20/2007,N
SR1300,68674.27,07242,Admin Svcs Mgr,Water Services,Full Time,1,Officials and Administrators,M,02,Black,1966,10/20/2007,Y
TG1102,40172.35,06186,Treatment Plant Tech 2,Water Services,Full Time,7,Skilled Craft Workers,M,02,Black,1968,10/22/2007,N
SR0804,39550.12,07375,Probation Officer 1,Juvenile Court,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1985,10/22/2007,N
SR0504,28539.93,10756,Inmate Prop Clerk-DCSO,Sheriff,Full Time,6,Administrative Support,F,02,Black,1981,11/01/2007,N
TL0702,36440.12,07325,Maint & Repair Leader 1,Parks,Full Time,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1984,07/08/2013,N
HD0300,33880.83,10758,Public Health Nurse 1,Health,Part Time,2,Professionals,F,01,White (Not of Hispanic Origin),1974,10/29/2007,N
SR0404,25425.69,02900,Circulation Asst 1,Public Library,Full Time,5,Para-Professional,M,01,White (Not of Hispanic Origin),1960,10/22/2007,N
NS,50268,,.,Circuit Court Satellite,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1958,11/01/2007,N
NS,40008,,.,Circuit Court Satellite,Full Time,6,Administrative Support,F,02,Black,1963,03/01/2015,N
NS,27775,06788,Deputy Clerk 2,County Clerk,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1983,07/21/2014,N
TG0301,24248.17,07280,Custodian 1,Parks,Full Time,8,Service Maintenance,M,04,Asian or Pacific Islander,1961,10/27/2014,N
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1982,11/01/2007,N
PD0100,57674.07,10171,Asst Pub Defender,Public Defender,Full Time,2,Professionals,F,02,Black,1978,05/01/2008,Y
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,4,Protective Service Workers,M,02,Black,1978,06/16/2008,N
SR1300,67167.83,10552,Sr Internal Auditor,Internal Audit,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1955,11/05/2007,Y
SR1200,55084.81,06874,Human Resources Analyst 3,Water Services,Full Time,2,Professionals,F,02,Black,1978,11/05/2007,Y
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,11/01/2007,N
TG1102,40172.35,06186,Treatment Plant Tech 2,Water Services,Full Time,7,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1978,11/03/2007,N
SR1200,54403.08,05300,Library Mgr 2,Public Library,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1979,11/05/2007,Y
SR0904,43804.09,06910,Mech/Gas Inspector 1,Codes Administration,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1962,11/12/2007,N
SR1200,53218.24,06912,Mech/Gas Inspection Chief,Codes Administration,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1971,11/12/2007,Y
SR0601,29027.16,10122,Office Support Rep 3,Water Services,Full Time,6,Administrative Support,F,02,Black,1970,10/25/2014,Y
SR0702,16049.28,07335,Naturalist 2,Parks,Part Time,2,Professionals,F,01,White (Not of Hispanic Origin),1960,11/02/2007,N
MAC09D,46500,10590,EHS Hlth Mentl Hlth & Dis Coor,Metro Action Commission,Full Time,2,Professionals,F,02,Black,1961,05/25/2010,N
SR0404,12468.48,02900,Circulation Asst 1,Public Library,Part Time,5,Para-Professional,M,02,Black,1954,11/19/2007,N
SR0904,43804.09,02890,Librarian 1,Public Library,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1980,11/19/2007,Y
SR0502,26810.62,07767,Circulation Asst 2,Public Library,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1967,11/19/2007,N
NS,47208,,.,Circuit Court Satellite,Full Time,6,Administrative Support,F,99,Unknown,1971,11/16/2007,N
DP0300,156847.95,01570,Finance Dir,Finance,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1954,11/26/2007,Y
NS,9620,09020,Seasonal/Part-time/Temporary,State Trial Courts,Part Time,8,Service Maintenance,F,01,White (Not of Hispanic Origin),1941,11/26/2007,N
SR1200,55084.81,07415,Treatment Plant Asst Mgr,Water Services,Full Time,2,Professionals,M,02,Black,1980,02/26/2011,Y
MAC10D,45766.24,10211,Center Mgr 1,Metro Action Commission,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1982,12/03/2007,Y
SR063M,31892.2,07737,Cust Svc Field Rep 2,Water Services,Full Time,8,Service Maintenance,M,02,Black,1969,12/01/2007,N
SR1300,65127.16,04855,Library Mgr 3,Public Library,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1976,12/03/2007,Y
PS0601,57874.84,07366,Police Sergeant,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,12/01/2007,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,12/01/2007,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,12/01/2007,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,02,Black,1980,12/01/2007,N
SR0900,41972.35,06632,Food Inspector 2,Health,Full Time,1,Officials and Administrators,F,01,White (Not of Hispanic Origin),1986,01/12/2008,N
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,2,Professionals,F,02,Black,1976,07/29/2013,N
TG063M,33549.34,10166,Water Maint Tech 3,Water Services,Full Time,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1970,12/15/2007,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,12/16/2007,N
PS0403,49315.3,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,12/16/2007,N
PS0503,52885.6,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,4,Protective Service Workers,M,02,Black,1984,12/16/2007,N
SR1500,94476.42,04674,Attorney 3,Law,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1969,12/12/2007,Y
SR1500,104255.26,04674,Attorney 3,Law,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1975,12/17/2007,Y
SR0603,30963.3,10122,Office Support Rep 3,Fire,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1959,12/16/2007,N
CO0301,39821.99,06690,Correctional Officer Sergeant,Sheriff,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,01/01/2008,N
CO0203,38351.76,06981,Correctional Officer 2,Sheriff,Full Time,4,Protective Service Workers,M,02,Black,1983,01/01/2008,N
CO0104,35593.62,06982,Correctional Officer 1,Sheriff,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,01/01/2008,N
CO0104,35593.62,06982,Correctional Officer 1,Sheriff,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,01/01/2008,N
CO0203,38351.76,06981,Correctional Officer 2,Sheriff,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,01/01/2008,N
PS0301,42958.32,06872,Police Officer 1,Police,Full Time,4,Protective Service Workers,M,02,Black,1977,04/26/2010,N
CO0104,35593.62,06982,Correctional Officer 1,Sheriff,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1969,01/01/2008,N
CO0203,38351.76,06981,Correctional Officer 2,Sheriff,Full Time,4,Protective Service Workers,M,02,Black,1975,01/01/2008,N
CO0302,41149.36,06690,Correctional Officer Sergeant,Sheriff,Full Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1982,01/01/2008,N
CO0203,38351.76,06981,Correctional Officer 2,Sheriff,Full Time,4,Protective Service Workers,M,02,Black,1956,01/01/2008,N
SR0802,37153.4,10749,App Support Tech 1-DCSO,Sheriff,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1981,01/01/2008,N
SR0803,38351.76,10725,Security Officer 3,Sheriff,Full Time,2,Professionals,M,02,Black,1965,01/01/2008,N
TG0803,36350.08,07303,Equip Operator 3,Water Services,Full Time,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1987,12/29/2007,N
SR063M,31892.2,07737,Cust Svc Field Rep 2,Water Services,Full Time,8,Service Maintenance,M,02,Black,1969,12/29/2007,N
TL1403,51957.14,07787,Indust Tech Master,Water Services,Full Time,7,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1971,12/29/2007,N
CO0202,37153.4,06981,Correctional Officer 2,Sheriff,Full Time,4,Protective Service Workers,F,02,Black,1982,01/01/2008,N
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,2,Professionals,F,02,Black,1980,12/31/2007,N
CA0100,10508.16,10679,Ambassador 1 -MCC,Convention Center Authority,Part Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1956,01/07/2008,N
PS0402,49166.11,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,05/16/2011,N
SR0603,30963.3,00090,Extension Agent 3,Agricultural Extension,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1961,02/03/2014,Y
SR0704,35593.62,02870,Legal Secretary 1,District Attorney,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1981,01/01/2008,N
PD0100,48437.6,10171,Asst Pub Defender,Public Defender,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1987,11/05/2014,Y
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,01/16/2008,N
TL1103,45985.58,07802,Treatment Plant Tech 3,Water Services,Full Time,7,Skilled Craft Workers,F,01,White (Not of Hispanic Origin),1962,01/12/2008,N
SR1000,45305.99,10470,Information Sys Media Analys 1,Information Technology Service,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1976,01/28/2008,N
TL1403,51957.14,07787,Indust Tech Master,Water Services,Full Time,7,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1962,01/26/2008,N
SR1200,55428.6,10477,Information Sys oper Anal 3,Information Technology Service,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1983,02/01/2008,Y
SR0403,11834.04,06084,Concessions Clerk 1,Parks,Part Time,6,Administrative Support,M,02,Black,1950,04/02/2010,N
PS0601,54598.91,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1984,02/01/2008,N
PS0601,54598.91,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1973,02/04/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,02/01/2008,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1962,02/01/2008,N
NS,5000,00390,Asst District Attorney,District Attorney,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1980,10/01/2014,Y
NS,10000,00390,Asst District Attorney,District Attorney,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1976,09/01/2014,Y
TG0803,36349.64,07303,Equip Operator 3,Water Services,Full Time,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1981,01/29/2008,N
SR0802,37153.4,10102,Application Tech 2,Finance,Full Time,3,Technicians,F,01,White (Not of Hispanic Origin),1962,01/28/2008,N
SR1001,43986.4,04710,Probation Officer 2,Juvenile Court,Full Time,2,Professionals,M,02,Black,1962,10/19/2009,N
PS0402,49166.11,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,10/01/2012,N
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,2,Professionals,F,02,Black,1983,02/11/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,04,Asian or Pacific Islander,1982,02/11/2008,N
SR0603,30963.3,04630,Library Assoc 1,Public Library,Full Time,5,Para-Professional,M,01,White (Not of Hispanic Origin),1980,02/11/2008,N
TG0803,36349.64,07303,Equip Operator 3,Water Services,Full Time,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1985,02/11/2008,N
TG063M,33549.34,10166,Water Maint Tech 3,Water Services,Full Time,8,Service Maintenance,M,02,Black,1979,02/11/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1960,02/19/2008,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,02/19/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,02/19/2008,N
PS0403,49315.3,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,02/19/2008,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,02/19/2008,N
PS0403,49315.3,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,02,Black,1977,02/19/2008,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,02/19/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,02/19/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,02/19/2008,N
SR0803,38351.76,07375,Probation Officer 1,Juvenile Court,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1979,11/05/2012,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1968,02/19/2008,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,02/19/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,02/19/2008,N
PS0602,59803.97,07366,Police Sergeant,Police,Full Time,3,Technicians,M,03,Hispanic,1980,02/19/2008,N
PS0503,52885.6,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1969,02/19/2008,N
SR1300,74821.81,07295,Engineer 2,Water Services,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1971,02/19/2008,Y
SR0701,32356.77,07365,Police Operations Coord 1,Police,Full Time,6,Administrative Support,F,02,Black,1984,02/16/2008,N
SR0800,37404.04,10473,Information Sys Media Tech 1,Information Technology Service,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1962,02/25/2008,N
SR1200,53749.64,10477,Information Sys oper Anal 3,Information Technology Service,Full Time,2,Professionals,M,03,Hispanic,1951,02/25/2008,Y
SR1200,55858.08,07265,Info Sys Comm Analyst 3,Information Technology Service,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1973,02/25/2008,Y
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,02/16/2008,N
PS0403,50751.67,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1964,02/16/2008,N
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1980,02/16/2008,N
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,02,Black,1965,02/16/2008,N
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,02/16/2008,N
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,02/16/2008,N
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,02/16/2008,N
