Address Number|Pay Grade/Step|Annual Salary|Class #|Class # Description|Current Dept|Department|Employment Status|Employment Status Description|EEO Job Cat|EEO Job Cat Description|Gender|Ethnic Code|Description|Year of Birth
777003|SR1003| $46,918.33 |07348|Plumbing Inspector 2|033|Codes Administration|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1954
777004|SR062M| $30,895.09 |07737|Cust Svc Field Rep 2|065|Water Services|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1979
777005|NS| $33,438.38 |06302|Deputy Clerk & Master I|025|Clerk and Master|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1988
777352|SR1200| $53,912.83 |10472|Information Sys Media Analys 3|014|Information Technology Service|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1982
777522|SR0600| $33,003.90 |10122|Office Support Rep 3|038|Health|F|Full Time|006|Administrative Support|F|02|Black|1960
777524|SR0500| $27,346.83 |06485|Outreach Worker|038|Health|F|Full Time|005|Para-Professional|F|02|Black|1970
777525|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1948
777945|SR1001| $43,986.40 |07323|Librarian 2|039|Public Library|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1982
778921|PS0403| $47,878.93 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1984
778922|PS0503| $54,472.17 |10112|Fire Fighter/Paramedic|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1973
778923|PS0403| $49,315.30 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1984
778924|PS0503| $54,472.17 |10112|Fire Fighter/Paramedic|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1981
778926|PS0503| $56,058.74 |10112|Fire Fighter/Paramedic|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1976
778927|PS0403| $47,878.93 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1978
778929|PS0503| $54,472.17 |10112|Fire Fighter/Paramedic|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1978
778931|PS0502| $51,233.06 |10112|Fire Fighter/Paramedic|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1981
778932|PS0503| $52,885.60 |10112|Fire Fighter/Paramedic|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1982
778949|MAC10A| $50,398.29 |10503|Education and Training Asst|075|Metro Action Commission|F|Full Time|002|Professionals|F|02|Black|1980
779797|ET0303| $42,476.72 |10409|Emer Telecommunications Off 3|091|Emergency Communication Center|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1979
779863|| $43,404.00 ||.|923|Circuit Court Satellite|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1959
780035|SR0507| $31,133.89 |10121|Office Support Rep 2|023|Circuit Court Clerk|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1988
780804|SR1400| $85,994.02 |03074|Medical Admin Asst 3|038|Health|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1956
780805|SR0600| $30,595.14 |10122|Office Support Rep 3|038|Health|F|Full Time|006|Administrative Support|F|03|Hispanic|1956
780806|HD0300| $33,880.83 |10758|Public Health Nurse 1|038|Health|P|Part Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1967
780807|HD0300| $34,836.73 |10758|Public Health Nurse 1|038|Health|P|Part Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1982
783015|CO0202| $37,153.40 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1980
783016|CO0203| $38,351.76 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|99|Unknown|1985
783018|CO0202| $37,153.40 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1988
783020|CO0203| $38,351.76 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1975
783021|CO0103| $34,514.67 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1980
783022|CO0203| $38,351.76 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
783024|SR0705| $36,672.57 |10614|Security Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|F|02|Black|1984
783025|CO0203| $38,351.76 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1985
783027|CO0202| $37,153.40 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1980
783029|CO0103| $34,514.67 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1978
783030|CO0103| $34,514.67 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1976
783035|CO0103| $34,514.67 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1983
783037|SR0704| $35,593.62 |10614|Security Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|F|02|Black|1979
783038|CO0103| $34,514.67 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
783039|PS0401| $44,887.30 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1977
783040|SR0802| $37,153.40 |07143|Sheriff Case Worker 1|030|Sheriff|F|Full Time|006|Administrative Support|F|02|Black|1978
783042|CO0203| $38,351.76 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1968
783043|CO0203| $38,351.76 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1984
783044|CO0103| $34,514.67 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1965
783048|SR0606| $33,867.51 |10613|Security Officer 1|030|Sheriff|F|Full Time|006|Administrative Support|M|02|Black|1981
783440|TL1002| $42,411.69 |02230|Bldg Maint Lead Mechanic|040|Parks|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1954
783443|NS| $44,167.43 |07791|Judicial Asst 2|028|State Trial Courts|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1964
783444|SR1002| $45,452.36 |07381|Program Supv|030|Sheriff|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1977
783450|SR0800| $35,955.04 |10473|Information Sys Media Tech 1|014|Information Technology Service|F|Full Time|003|Technicians|M|02|Black|1976
785199|SR0903| $42,476.72 |06868|Plumbing Inspector 1|033|Codes Administration|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1969
785343|NS| $42,504.80 |09020|Seasonal/Part-time/Temporary|044|Human Relations Commission|P|Part Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1971
785945|TG1304| $47,161.79 |10118|Master Tech|010|General Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1978
785946|TG1002| $38,498.50 |00680|Automotive Mechanic|010|General Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1974
785960|SR0903| $42,476.72 |02890|Librarian 1|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1983
785961|SR0601| $29,027.16 |04630|Library Assoc 1|039|Public Library|F|Full Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1956
785962|SR0603| $30,963.30 |04630|Library Assoc 1|039|Public Library|F|Full Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1985
785965|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|F|02|Black|1955
787804|SR0701| $32,356.77 |06880|Recreation Leader|040|Parks|F|Full Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1975
788104|NS| $29,290.00 |06789|Deputy Clerk 3|018|County Clerk|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1958
789046|NS| $34,855.10 |06696|Deputy Criminal Ct Clerk 7|024|Criminal Court Clerk|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1985
789573|SR0903| $42,476.72 |02890|Librarian 1|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1977
790169|ET0303| $42,476.72 |10409|Emer Telecommunications Off 3|091|Emergency Communication Center|F|Full Time|006|Administrative Support|M|02|Black|1974
790172|ET0302| $41,149.36 |10409|Emer Telecommunications Off 3|091|Emergency Communication Center|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1987
792193|SR0705| $36,672.57 |10123|Office Support Spec 1|026|Juvenile Court|F|Full Time|006|Administrative Support|F|02|Black|1959
792195|SR0603| $30,963.30 |04630|Library Assoc 1|039|Public Library|F|Full Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1978
792196|SR0901| $39,821.99 |02890|Librarian 1|039|Public Library|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1983
792199|TG1103| $41,755.72 |06081|Automotive Mechanic-Cert|010|General Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1985
792442|TG1202| $41,868.82 |01770|Bldg & Grnds Electrician|040|Parks|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1982
794532|TG1203| $43,542.66 |07302|Equip Mechanic-Certified|010|General Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1958
794533|TG1102| $40,172.35 |01880|Equip Mechanic|010|General Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1969
794534|TG1102| $40,172.35 |06184|Indust Mechanic 1|065|Water Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1971
794943|MAC05A| $30,422.08 |10231|General Maint Worker|075|Metro Action Commission|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1971
795650|CA0600| $43,680.00 |10732|Engineering Tech 2-MCC|071|Convention Center Authority|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1958
796313|SR1200| $54,282.61 |07377|Program Mgr 2|037|Social Services|F|Full Time|002|Professionals|M|02|Black|1982
796315|SR1002| $45,452.16 |06123|Historic Preservationist 1|011|Historical Commission|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1976
797489|SR0403| $24,654.86 |02900|Circulation Asst 1|039|Public Library|F|Full Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1983
797493|TG1102| $40,172.35 |01880|Equip Mechanic|010|General Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1982
799012|SR0603| $30,963.30 |07751|Police Security Guard 1|031|Police|F|Full Time|004|Protective Service Workers|M|03|Hispanic|1970
799013|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1987
799016|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|F|02|Black|1986
800664|SR0701| $30,334.20 |06880|Recreation Leader|040|Parks|P|Part Time|005|Para-Professional|M|02|Black|1990
800971|SR0603| $30,963.30 |01872|Equip Inventory Asst 1|010|General Services|F|Full Time|007|Skilled Craft Workers|M|02|Black|1969
800999|HD0300| $49,066.24 |10758|Public Health Nurse 1|038|Health|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1962
801000|SR0800| $39,033.36 |06567|Commun Disease Investigator|038|Health|F|Full Time|002|Professionals|F|02|Black|1987
801002|SR0500| $30,489.65 |06485|Outreach Worker|038|Health|F|Full Time|006|Administrative Support|F|03|Hispanic|1977
801497|SR1300| $68,511.17 |07242|Admin Svcs Mgr|041|Arts Commission|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1971
802865|PD0100| $53,827.70 |10171|Asst Pub Defender|021|Public Defender|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1977
802866|| $29,750.56 |10315|Case Officer 2|028|State Trial Courts|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1966
802867|SR0901| $39,821.99 |07241|Admin Asst|016|Assessor of Property|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1987
802987|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1956
802988|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1989
802990|SR0602| $29,995.23 |07796|Police Operations Asst 3|031|Police|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1969
802993|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1980
802994|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1988
803256|SR0800| $37,896.46 |06631|Food Inspector 1|038|Health|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1987
803257|HD0300| $33,880.83 |10758|Public Health Nurse 1|038|Health|P|Part Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1959
803353|CO0101| $32,356.77 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|F|03|Hispanic|1991
803354|MAC01A| $23,689.45 |10250|Teacher Asst|075|Metro Action Commission|F|Full Time|006|Administrative Support|F|02|Black|1984
803646|SR1200| $53,218.24 |07245|Admin Svcs Officer 4|030|Sheriff|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1965
803720|NS| $29,582.90 |06787|Deputy Clerk 1|018|County Clerk|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1964
804993|SR0703| $34,514.67 |07365|Police Operations Coord 1|031|Police|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1985
805002|SR1400| $78,154.15 |00630|Attorney 2|006|Law|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1985
806453|SR1001| $43,986.40 |10465|Water Quality Analyst 2|065|Water Services|F|Full Time|002|Professionals|F|02|Black|1985
806456|TG042M| $28,563.54 |07328|Maint & Repair Worker 2|040|Parks|F|Full Time|008|Service Maintenance|M|02|Black|1964
806681|TG1102| $40,172.35 |06186|Treatment Plant Tech 2|065|Water Services|F|Full Time|007|Skilled Craft Workers|M|02|Black|1951
806995|PS0301| $42,958.32 |06872|Police Officer 1|031|Police|F|Full Time|004|Protective Service Workers|M|03|Hispanic|1979
807314|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1974
807316|PS0403| $49,315.30 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1981
807318|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1978
807319|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
807320|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1979
807322|PS0403| $49,315.30 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1988
807325|PS0403| $47,878.93 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1980
807326|PS0403| $47,878.93 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1985
807328|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1985
807329|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
807332|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1964
807333|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1988
807335|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1983
807336|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
807338|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1984
807340|PS0403| $47,878.93 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1977
807341|PS0403| $49,315.30 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1985
807342|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1988
807343|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
807344|PS0403| $47,878.93 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1985
807927|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
808886|SR0801| $35,955.04 |07243|Admin Svcs Officer 2|042|Public Works|F|Full Time|006|Administrative Support|F|02|Black|1965
809569|SR0802| $37,153.40 |07243|Admin Svcs Officer 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1988
810298|SR0803| $38,351.76 |10124|Office Support Spec 2|031|Police|F|Full Time|006|Administrative Support|F|02|Black|1987
810300|SR0602| $29,995.23 |07796|Police Operations Asst 3|031|Police|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1958
810878|SR0803| $38,351.76 |07364|Police Operations Coord 2|031|Police|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1986
810977|SR0801| $35,955.04 |07243|Admin Svcs Officer 2|030|Sheriff|F|Full Time|006|Administrative Support|M|02|Black|1987
812949|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1971
812952|SR0602| $29,995.23 |07796|Police Operations Asst 3|031|Police|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1986
813333|SR091M| $41,016.65 |07732|Compliance Inspector 2|065|Water Services|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1971
813368|TG032M| $25,977.44 |02799|Maint & Repair Worker 1|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1972
814150|SR1400| $78,154.15 |00630|Attorney 2|006|Law|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1983
814278|TG042M| $28,563.54 |07328|Maint & Repair Worker 2|040|Parks|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1990
816587|HD0300| $33,880.83 |10758|Public Health Nurse 1|038|Health|P|Part Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1978
817730|SR0605| $32,899.44 |10122|Office Support Rep 3|016|Assessor of Property|F|Full Time|006|Administrative Support|F|02|Black|1988
818977|SR1200| $58,521.82 |10477|Information Sys oper Anal 3|014|Information Technology Service|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1972
818980|MAC08B| $37,426.69 |10236|Headstart Teacher 2|075|Metro Action Commission|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1984
820355|| $37,972.48 |07245|Admin Svcs Officer 4|019|District Attorney|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1988
820360|TG0802| $34,924.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1992
820438|SR0703| $34,514.67 |10614|Security Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1967
820439|SR0801| $35,955.04 |10650|Sheriff Pretrial Screener|030|Sheriff|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1963
820440|SR0502| $26,810.62 |10121|Office Support Rep 2|030|Sheriff|F|Full Time|006|Administrative Support|F|02|Black|1968
821586|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|M|02|Black|1951
821596|SR0602| $29,995.23 |10122|Office Support Rep 3|033|Codes Administration|F|Full Time|006|Administrative Support|F|02|Black|1967
822294|NS| $94,109.59 |04972|Special Asst|004|Mayor's Office|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1977
823493|PS0301| $40,526.72 |06872|Police Officer 1|031|Police|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1986
823590|SR0902| $41,149.36 |06922|Property Stan Insp 1|033|Codes Administration|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1964
824067|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1982
824068|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1971
824069|PS0402| $47,774.61 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|02|Black|1964
824070|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1984
824071|PS0403| $47,878.93 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1979
824072|PS0402| $49,166.11 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1982
824073|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1988
824074|PS0402| $47,774.61 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1971
824075|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1988
824076|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|02|Black|1989
824077|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1979
824078|PS0402| $49,166.11 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1988
824079|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1965
824080|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|02|Black|1985
824081|PS0402| $47,774.61 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|02|Black|1987
824082|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1976
824083|PS0402| $49,166.11 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|02|Black|1978
824084|PS0402| $49,166.11 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1983
824085|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1984
824086|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|02|Black|1979
824088|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1983
824089|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
824091|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1979
824092|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1981
824093|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|03|Hispanic|1966
824094|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|05|American Indian/Alaskan Native|1984
824095|PS0402| $49,166.11 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1971
824096|PS0503| $52,885.60 |10112|Fire Fighter/Paramedic|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1981
824097|PS0402| $49,166.11 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1977
824098|PS0402| $47,774.61 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1962
824099|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1984
824100|PS0502| $51,233.06 |10112|Fire Fighter/Paramedic|032|Fire|F|Full Time|004|Protective Service Workers|F|02|Black|1975
824101|PS0402| $49,166.11 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
824102|PS0402| $49,166.11 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1983
824103|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1975
824104|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1976
824105|TL1202| $46,189.15 |06225|Indust Electrician 2|065|Water Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1972
824185|SR0401| $22,188.44 |06084|Concessions Clerk 1|040|Parks|P|Part Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1992
824189|SR1102| $50,051.76 |07756|Technical Specialist 1|040|Parks|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1961
824302|CO0103| $34,514.67 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1977
