Pay Grade/Step,Annual Salary,Class .,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N
SP0100,10434.06,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1967,07/30/2012,N
NS,35012.76,06506,Deputy Criminal Ct Clerk 5,Criminal Court Clerk,Full Time,002,Professionals,F,02,Black,1955,06/15/2015,N
SP0100,9836.19,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1950,04/16/2015,N
ST0603,34613.18,10122,Office Support Rep 3,Juvenile Court,Full Time,006,Administrative Support,F,02,Black,1964,08/25/2008,N
OR0400,38744.73,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1953,09/02/2008,N
OR0300,48032.92,04710,Probation Officer 2,Juvenile Court,Full Time,002,Professionals,M,02,Black,1967,11/05/2012,N
PF0406,56999.66,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,09/01/2008,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,09/01/2008,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,09/01/2008,N
ST0904,46291.06,07361,Police Operations Supv,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1980,09/01/2008,N
ST1103,54599.25,02280,Golf Course Mgr,Parks,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1963,08/29/2008,Y
ST0401,13098.01,06084,Concessions Clerk 1,Parks,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1949,08/27/2008,N
RP0603,6664.32,09101,Part Time Worker 2,Parks,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1955,09/04/2010,N
NS,600,09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,008,Service Maintenance,F,02,Black,1963,09/01/2008,N
ST0401,27286.78,10120,Office Support Rep 1,State Fair Board,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1992,08/15/2016,N
NS,24727.95,09020,Seasonal/Part-time/Temporary,Election Commission,Part Time,006,Administrative Support,F,99,Unknown,1947,08/07/2008,N
OR0400,54853.29,07780,Info Systems App Analyst 2,Police,Full Time,002,Professionals,F,02,Black,1968,09/01/2008,N
NS,37084,02660,Admin Svcs Officer 1,State Trial Courts,Full Time,004,Protective Service Workers,M,02,Black,1982,12/01/2014,Y
ST0809,48880.4,10124,Office Support Spec 2,General Sessions Court,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1977,09/10/2008,N
ST0904,46291.06,02890,Librarian 1,Public Library,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1980,09/08/2008,Y
ST0401,27286.78,02900,Circulation Asst 1,Public Library,Full Time,006,Administrative Support,F,02,Black,1992,04/10/2016,N
PF0406,55339.48,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1981,09/16/2008,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,09/16/2008,N
ST0904,46291.06,07241,Admin Asst,Police,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1972,09/16/2008,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,09/16/2008,N
SP0100,10434.06,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1981,09/16/2008,N
SP0100,10434.06,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1943,09/16/2008,N
ST0201,11706.32,05070,Library Page,Public Library,Part Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1982,09/22/2008,N
OR0900,82839.77,10842,Internal Auditor-Principal,Internal Audit,Full Time,002,Professionals,M,04,Asian or Pacific Islander,1966,09/22/2008,Y
OR0500,41128.1,10759,Public Health Nurse 2,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1980,10/01/2008,Y
ST0802,19539.08,06525,Park Police 1,Parks,Part Time,004,Protective Service Workers,M,03,Hispanic,1981,10/18/2013,N
ST1106,59716.66,07720,Admin Spec,State Fair Board,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1960,10/02/2008,N
PF0504,57634.54,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,10/01/2008,N
PF0406,55339.48,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1966,10/01/2008,N
PF0801,67196.63,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1981,10/01/2008,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,10/01/2008,N
ST0802,39876.31,10719,Crime Lab Evid Recv Tech,Police,Full Time,006,Administrative Support,M,02,Black,1969,10/01/2008,N
PF0301,42827.63,06850,Emerg Medical Tech 1,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1991,09/16/2016,N
ST0804,42448.91,07343,Paralegal,Law,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1955,10/01/2008,N
ST0401,27286.78,02900,Circulation Asst 1,Public Library,Full Time,005,Para-Professional,F,02,Black,1990,10/06/2008,N
ST0603,34613.18,10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,F,03,Hispanic,1968,10/06/2008,N
OR0400,54475.68,10758,Public Health Nurse 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1964,10/14/2008,N
ET0403,49582.12,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,F,03,Hispanic,1986,10/06/2008,N
ET0404,51131.31,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1981,10/06/2008,N
NS,29899.08,09020,Seasonal/Part-time/Temporary,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1973,02/19/2016,N
ST0805,43735.21,10102,Application Tech 2,General Services,Full Time,006,Administrative Support,F,02,Black,1981,10/06/2008,N
ST0703,37746.11,10135,Security Officer 2-Gen Sess Ct,General Sessions Court,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1967,05/23/2011,N
SP0100,10434.06,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1947,07/30/2012,N
OR0500,62356.96,10152,Finance Officer 3,Water Services,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1954,10/27/2008,Y
ST1103,54599.25,07206,Criminal Investigator Chief,Public Defender,Full Time,004,Protective Service Workers,F,02,Black,1968,10/20/2008,Y
NS,55002,01503,Deputy Trustee,Trustee,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1984,10/20/2008,Y
OR0700,62505.39,07242,Admin Svcs Mgr,Public Library,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1973,10/20/2008,Y
TS1203,59544.34,07317,Indust Maint Supv 1,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1975,10/18/2008,Y
ST0705,40105.19,10833,Customer Service Field Rep,Water Services,Full Time,008,Service Maintenance,M,02,Black,1981,01/25/2010,N
SP0100,9836.19,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1953,04/23/2015,N
ST0701,16985.78,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,02,Black,1981,03/25/2016,N
OR0300,53207.31,07244,Admin Svcs Officer 3,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1985,11/17/2008,N
MAC08B,39552.47,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1974,11/03/2008,N
TL1402,52731.77,07787,Indust Tech Master,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1959,11/01/2008,N
TL1403,54907.01,07787,Indust Tech Master,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1968,11/01/2008,N
ST0904,46291.06,06868,Plumbing Inspector 1,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1968,11/03/2008,N
ST0901,42082.88,02890,Librarian 1,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1977,03/27/2016,Y
PF0403,50597.25,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,01/01/2013,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,11/16/2008,N
OR0700,91760.22,10743,Health Manager 2,Health,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1954,11/15/2008,Y
ST0703,18117.96,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1950,12/12/2011,N
OR0900,104711.74,07407,Information Systems Advisor 2,Information Technology Service,Full Time,001,Officials and Administrators,M,02,Black,1978,08/18/2014,Y
PF0801,63393.05,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1977,12/01/2008,N
MAC11A,54643,10789,Early Childhood Ctr Mgr-MAC,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1983,12/08/2008,Y
MAC01A,25287.01,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,02,Black,1966,12/15/2008,N
PF0801,67196.63,07366,Police Sergeant,Police,Full Time,003,Technicians,M,04,Asian or Pacific Islander,1976,12/16/2008,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,12/16/2008,N
ST060S,38541.71,07796,Police Operations Asst 3,Police,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1960,07/01/2010,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,12/16/2008,N
OR0700,92502.92,07242,Admin Svcs Mgr,General Services,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1964,12/22/2008,Y
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,01/01/2009,N
PF0406,55339.48,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,01/01/2009,N
PF0406,55339.48,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,01/01/2009,N
PF0801,67196.63,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1986,01/01/2009,N
PF0801,67196.63,07366,Police Sergeant,Police,Full Time,003,Technicians,M,02,Black,1983,01/01/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,01/01/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1967,01/01/2009,N
ET0303,44888.34,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1981,10/17/2011,N
TG0702,35138.57,10837,Equipment Operator,Water Services,Full Time,008,Service Maintenance,M,02,Black,1958,12/20/2014,N
OR0100,45594.77,02670,Appraiser 2,Assessor of Property,Full Time,002,Professionals,M,02,Black,1952,09/01/2013,N
PF0801,67196.63,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1985,01/16/2009,N
OR0500,64594.37,03072,Medical Admin Asst 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1958,01/24/2009,Y
MAC08B,39551.59,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1985,12/14/2015,N
ET0403,49582.12,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1980,01/26/2009,N
NS,39228,06554,Deputy-Tax Accounting,Trustee,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1966,01/26/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1983,02/01/2009,N
PF0801,67196.63,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1983,02/01/2009,N
PF0505,59380.92,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,02/01/2009,N
ET0601,56239.71,10412,Emer Telecommunications Superv,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1969,01/26/2009,Y
ET0403,49582.12,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,F,02,Black,1981,01/26/2009,N
NS,47568,10816,Satellite position,Circuit Court Satellite,Full Time,006,Administrative Support,F,02,Black,1965,02/01/2009,N
NS,624,09020,Seasonal/Part-time/Temporary,Trustee,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1997,07/05/2016,N
ST0701,26540.28,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1957,02/01/2009,N
ST0801,38590,07379,Program Spec 2,Social Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1981,09/12/2016,N
PF0801,67196.63,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1985,02/16/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,02/16/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,02/16/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1969,02/16/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,02/16/2009,N
PF0404,55308.68,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,09/01/2013,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,02/16/2009,N
PF0406,56999.66,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,02/16/2009,N
PF0406,55339.48,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1981,02/16/2009,N
PF0801,67196.63,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1984,02/16/2009,N
PF0801,67196.63,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1980,02/16/2009,N
TG0703,36453.28,06827,Equip Operator 2,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1973,09/26/2015,N
OR1100,95683.72,00280,Library Svcs Asst Dir,Public Library,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1951,02/23/2009,Y
ST0503,31740.28,06311,Homemaker,Social Services,Full Time,005,Para-Professional,F,02,Black,1960,08/13/2012,N
ST1110,66539.88,07040,Facility Coord,State Fair Board,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1953,03/09/2009,N
NS,29899.08,09020,Seasonal/Part-time/Temporary,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1973,03/09/2009,N
ST0905,47693.79,10723,Crime Lab Forensic Technician,Police,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1977,03/16/2009,N
PF0405,56984.26,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,F,02,Black,1976,12/16/2011,N
TG0501,29999.25,10848,Maintenance & Repair Worker,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1967,09/13/2016,N
ST0701,35387.03,02901,Library Assoc 2,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1955,04/06/2009,N
OR0100,39747.7,10904,Nutrition Educator,Health,Full Time,002,Professionals,F,02,Black,1982,11/01/2014,N
CA0100,25792,10674,Set Up Staff-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1969,03/02/2015,N
MAC07C,35598.37,10798,PF& Comm Engagement Adv II-MAC,Metro Action Commission,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1972,09/28/2009,N
NS,32017.44,06302,Deputy Clerk & Master I,Clerk and Master,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1984,04/07/2010,N
TG0504,33919.48,10848,Maintenance & Repair Worker,State Fair Board,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1972,04/13/2009,N
PF0406,55339.48,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,04/16/2009,N
ET0403,49582.12,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1979,04/20/2009,N
OR0400,54475.68,10758,Public Health Nurse 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1953,04/18/2009,N
ET0403,49582.12,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,F,02,Black,1983,10/18/2010,N
TG0504,33919.14,10848,Maintenance & Repair Worker,State Fair Board,Full Time,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1965,04/28/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,05/01/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,05/01/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1958,05/01/2009,N
PF0405,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,05/01/2009,N
PF0406,56999.66,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,05/01/2009,N
PF0505,62943.78,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,05/16/2009,N
PF0406,55339.48,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,05/16/2009,N
NS,36000,06302,Deputy Clerk & Master I,Clerk and Master,Full Time,006,Administrative Support,F,02,Black,1992,08/15/2016,N
CO0201,38590,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,02,Black,1992,07/01/2015,N
ST0704,29187.6,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,02,Black,1987,05/22/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,06/01/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1983,06/01/2009,N
PF0406,55339.48,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,06/01/2009,N
PF0504,61092.61,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,04,Asian or Pacific Islander,1986,06/01/2009,N
PF0406,55339.48,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,06/01/2009,N
PF0405,53758.74,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,06/01/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,06/01/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,06/01/2009,N
OR1100,92896.82,10867,Assistant Public Defender 4,Public Defender,Full Time,002,Professionals,F,02,Black,1983,06/01/2009,Y
NS,38576.89,07955,Career Coach-NCAC,NCAC,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1954,06/12/2009,N
MAC08B,39551.59,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1989,08/10/2015,N
ST0701,16985.78,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,02,Black,1994,05/22/2015,N
ST0603,34613.18,10122,Office Support Rep 3,Juvenile Court,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1985,06/10/2013,N
ST0501,29756.57,10779,Animal Care & Con Ken Asst 1,Health,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1995,04/13/2016,N
ST0810,50166.7,07379,Program Spec 2,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1973,08/01/2014,N
ST0704,38925.65,07711,Sheriff Prisoner Processor 1,Sheriff,Full Time,006,Administrative Support,F,02,Black,1978,11/01/2009,N
OR0100,39262.79,07243,Admin Svcs Officer 2,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1949,04/16/2015,N
ST0501,29756.57,06485,Outreach Worker,Health,Full Time,005,Para-Professional,F,02,Black,1971,07/13/2009,N
ST0603,34613.18,07378,Program Spec 1,Health,Full Time,002,Professionals,F,03,Hispanic,1989,07/25/2009,N
OR0500,60267.15,03072,Medical Admin Asst 1,Health,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1980,08/01/2009,Y
OR0600,61821.87,10864,Assistant Public Defender 1,Public Defender,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1982,05/18/2015,N
ST0702,36566.57,10123,Office Support Spec 1,General Sessions Court,Full Time,006,Administrative Support,M,02,Black,1955,08/13/2009,N
OR0300,49582.11,07244,Admin Svcs Officer 3,Codes Administration,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1958,10/03/2011,N
OR1100,101501.92,10871,Assistant Metropolitan Atty 4,Law,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1979,08/17/2009,Y
MAC01A,25545.05,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,02,Black,1989,08/10/2009,N
MAC08B,39551.59,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1985,08/10/2009,N
ST0701,16985.78,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1993,05/25/2012,N
OR0400,37616.24,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1957,08/07/2009,N
SS0100,23701.86,03447,School Crossing Guard Supv,Police,Part Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1956,08/11/2009,N
SP0100,10434.06,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1958,08/11/2009,N
SP0100,10434.06,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1950,08/11/2009,N
PF0503,59241.47,07344,Paramedic 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,05/16/2013,N
OR0500,62853.76,10152,Finance Officer 3,Finance,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1984,08/31/2009,Y
MAC06C,37284.03,10201,Account Clerk 2,Metro Action Commission,Full Time,006,Administrative Support,F,02,Black,1981,08/24/2009,N
ST0605,36776.46,10780,Animal Care & Con Ken Asst 2,Health,Full Time,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1977,08/27/2009,N
TG1305,51703.9,10118,Master Tech,General Services,Full Time,007,Skilled Craft Workers,M,02,Black,1965,08/24/2009,N
OR0600,66000,00480,Attorney 1,State Trial Courts,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1986,05/01/2015,Y
NS,4396,07243,Admin Svcs Officer 2,Sheriff,Part Time,002,Professionals,F,03,Hispanic,1955,09/01/2009,N
NS,200,09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1955,06/21/2013,N
CO0301,42082.88,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,11/01/2010,N
NS,50195,07244,Admin Svcs Officer 3,State Trial Courts,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1960,09/08/2009,Y
OR0900,78613.34,06863,Planning Mgr 2,Historical Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1964,09/14/2009,Y
DP0100,96060.85,10802,Office of Family Safety-Dir,Office of Family Safety,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1967,08/21/2014,Y
SP0100,10434.06,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1936,09/10/2009,N
CA0100,10258.56,10679,Ambassador 1 -MCC,Convention Center Authority,Part Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1948,02/09/2015,N
MAC08B,38362.36,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1992,07/11/2016,N
NS,42354.77,06505,Deputy Criminal Ct Clerk 4,Criminal Court Clerk,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1969,09/23/2009,N
OR0700,82154.5,07295,Engineer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1959,09/19/2009,Y
ST0603,34613.18,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1989,01/03/2011,N
PF0801,65294.84,07366,Police Sergeant,Police,Full Time,003,Technicians,M,03,Hispanic,1982,10/01/2009,N
PF0406,55339.48,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,10/01/2009,N
PF0406,55339.48,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,10/01/2009,N
PF0801,67196.63,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1983,10/01/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,10/01/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,10/01/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,10/01/2009,N
PF0406,55339.48,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,10/01/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,10/01/2009,N
PF0801,65294.84,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1988,10/01/2009,N
PF0406,55339.48,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,10/01/2009,N
PF0406,58659.85,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,10/01/2009,N
