Pay Grade/Step,Annual Salary,Class .,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N,County
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,07/16/2010,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1985,07/16/2010,N,DAVIDSON
SR0801,26966.16,00220,Specialized Skills Instr,Parks,Part Time,002,Professionals,M,01,White (Not of Hispanic Origin),1983,07/17/2010,N,DAVIDSON
NS,31766.12,06787,Deputy Clerk 1,County Clerk,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1965,06/30/2010,N,DAVIDSON
SR0801,35955.04,10124,Office Support Spec 2,Election Commission,Full Time,006,Administrative Support,F,02,Black,1968,08/26/2012,N,DAVIDSON
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1949,04/29/2011,N,DAVIDSON
SR1200,57652.39,06862,Planner 2,Planning Commission,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1980,08/01/2010,Y,DAVIDSON
HD0300,35792.62,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1958,08/04/2010,N,WILSON
NS,54740.99,07790,Judicial Asst 1,State Trial Courts,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,07/14/2014,Y,DAVIDSON
PD0100,56986.6,10171,Asst Pub Defender,Public Defender,Full Time,002,Professionals,M,04,Asian or Pacific Islander,1984,08/03/2010,N,DAVIDSON
TG042M,28563.54,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1989,06/17/2011,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1983,08/01/2010,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,03,Hispanic,1985,08/01/2010,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,08/01/2010,N,SUMNER
TG0802,34924.61,06613,Radio Tech 1,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1989,08/02/2010,N,WILSON
CM00,15000,01334,Council Member,Metropolitan Council,Elected,000,Elected Officials,M,01,White (Not of Hispanic Origin),1960,09/01/2011,Y,DAVIDSON
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,08/01/2010,N,MARSHALL
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1964,08/01/2010,N,DAVIDSON
PS0403,50751.67,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,08/01/2010,N,DAVIDSON
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,08/01/2010,N,RUTHERFORD
PS0403,50751.67,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1980,08/01/2010,N,DAVIDSON
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1972,08/01/2010,N,RUTHERFORD
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,08/01/2010,N,DAVIDSON
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1982,08/01/2010,N,DAVIDSON
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1982,08/01/2010,N,SUMNER
SR0901,39821.99,10103,Application Tech 3,Finance,Full Time,003,Technicians,F,02,Black,1988,07/26/2010,N,DAVIDSON
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1941,08/11/2010,N,DAVIDSON
PD0100,56986.6,10171,Asst Pub Defender,Public Defender,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1976,08/16/2010,Y,DAVIDSON
SR1200,54282.61,03072,Medical Admin Asst 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1971,08/13/2010,Y,DAVIDSON
HD0300,34836.73,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1961,08/18/2010,N,ROBERTSON
NS,49404.99,10541,Deputy Court Clerk,State Trial Courts,Full Time,002,Professionals,M,05,American Indian/Alaskan Native,1984,08/09/2010,Y,WILLIAMSON
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,05/16/2011,N,DAVIDSON
SR0801,35955.04,07375,Probation Officer 1,General Sessions Court,Full Time,002,Professionals,F,02,Black,1975,02/09/2015,N,DAVIDSON
NS,74293.13,10605,Executive Dir-Community Ed Com,Community Ed Commission,Full Time,001,Officials and Administrators,F,02,Black,1982,08/15/2010,Y,DAVIDSON
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1948,08/11/2010,N,DAVIDSON
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1944,08/11/2010,N,DAVIDSON
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1949,08/11/2010,N,DAVIDSON
SR0503,27675.28,06311,Homemaker,Social Services,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1971,10/25/2010,N,DAVIDSON
TG1102,40172.35,06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,F,01,White (Not of Hispanic Origin),1984,08/06/2011,N,DAVIDSON
SR1000,32916.6,01463,Dental Hygienist 1,Health,Part Time,002,Professionals,F,02,Black,1979,02/19/2013,Y,DAVIDSON
SR0500,27346.83,06485,Outreach Worker,Health,Full Time,005,Para-Professional,F,02,Black,1973,08/30/2010,N,DAVIDSON
SR0802,37153.4,10124,Office Support Spec 2,Codes Administration,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1953,08/30/2010,N,DAVIDSON
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1985,08/30/2010,N,DAVIDSON
PS0403,50751.66,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,03/01/2012,N,DAVIDSON
PS0502,54307.04,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,09/01/2010,N,DAVIDSON
PS0403,49315.3,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,09/01/2010,N,DAVIDSON
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,09/01/2010,N,DAVIDSON
PS0401,44887.3,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,05/01/2013,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,09/01/2010,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,09/01/2010,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,09/01/2010,N,MAURY
SR050X,35955.04,06485,Outreach Worker,Health,Full Time,005,Para-Professional,F,02,Black,1985,09/10/2010,N,DAVIDSON
NS,0,09020,Seasonal/Part-time/Temporary,General Sessions Court,Part Time,002,Professionals,M,02,Black,1982,09/14/2010,N,DAVIDSON
SR0902,41149.36,10649,Treatment Counselor,Sheriff,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1984,09/07/2010,N,DAVIDSON
TG042M,28563.54,07328,Maint & Repair Worker 2,Public Works,Full Time,008,Service Maintenance,M,02,Black,1986,09/06/2010,N,DAVIDSON
SR0801,35955.04,10124,Office Support Spec 2,Public Library,Full Time,006,Administrative Support,M,02,Black,1965,09/13/2010,N,DAVIDSON
NS,27478,10309,Operations Officer,Office of Emergency Mgmt,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1977,09/07/2010,N,DAVIDSON
SR0602,29995.23,07768,Circulation Supv,Public Library,Full Time,005,Para-Professional,F,02,Black,1986,09/06/2010,N,DAVIDSON
SR1400,103456.91,10744,Health Manager 3,Health,Full Time,001,Officials and Administrators,F,02,Black,1962,09/15/2010,Y,DAVIDSON
SR0703,16911.59,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,02,Black,1991,09/15/2010,N,DAVIDSON
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1982,09/13/2010,N,SUMNER
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1987,09/13/2010,N,DAVIDSON
SR0809,45541.92,07336,Naturalist 3,Parks,Full Time,002,Professionals,M,05,American Indian/Alaskan Native,1986,09/13/2010,N,DAVIDSON
SR0602,29995.23,10122,Office Support Rep 3,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1979,10/18/2010,N,RUTHERFORD
SR1200,54282.61,03072,Medical Admin Asst 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1977,09/21/2010,Y,DAVIDSON
SR0500,13673.41,06485,Outreach Worker,Health,Part Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1980,09/18/2010,N,DAVIDSON
NS,34855.1,06506,Deputy Criminal Ct Clerk 5,Criminal Court Clerk,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1960,09/20/2010,N,DAVIDSON
SR0904,43804.09,07279,Criminal Investigator,Public Defender,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1966,09/27/2010,N,DAVIDSON
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,07/01/2011,N,RUTHERFORD
MAC05A,29536,10210,Bus Driver,Metro Action Commission,Full Time,008,Service Maintenance,M,02,Black,1954,09/04/2012,N,DAVIDSON
SR1300,78022.5,00630,Attorney 2,State Trial Courts,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1981,08/06/2012,Y,WILSON
SR1500,128644.56,01339,Ct Admin,State Trial Courts,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1958,10/01/2010,Y,WILSON
SR1003,46918.33,07348,Plumbing Inspector 2,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1954,10/04/2010,N,DAVIDSON
SR062M,30895.09,07737,Cust Svc Field Rep 2,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1979,10/12/2013,N,SUMNER
NS,33438.38,06302,Deputy Clerk & Master I,Clerk and Master,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1988,10/06/2010,N,DAVIDSON
SR1200,53912.83,10472,Information Sys Media Analys 3,Information Technology Service,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1982,10/04/2010,Y,DAVIDSON
SR0600,33003.9,10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,F,02,Black,1960,10/01/2010,N,MONTGOMERY
SR0500,27346.83,06485,Outreach Worker,Health,Full Time,005,Para-Professional,F,02,Black,1970,10/11/2010,N,DAVIDSON
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1948,10/11/2010,N,DAVIDSON
SR1001,43986.4,07323,Librarian 2,Public Library,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1982,10/04/2010,Y,DAVIDSON
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,10/16/2010,N,SUMNER
PS0503,54472.17,10112,Fire Fighter/Paramedic,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1973,10/16/2010,N,WILLIAMSON
PS0403,49315.3,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,10/16/2010,N,WILSON
PS0503,54472.17,10112,Fire Fighter/Paramedic,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1981,10/16/2010,N,WILSON
PS0503,56058.74,10112,Fire Fighter/Paramedic,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1976,10/16/2010,N,DAVIDSON
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1978,10/16/2010,N,CHEATHAM
PS0503,54472.17,10112,Fire Fighter/Paramedic,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1978,10/16/2010,N,WILLIAMSON
PS0502,51233.06,10112,Fire Fighter/Paramedic,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1981,10/16/2010,N,DICKSON
PS0503,52885.6,10112,Fire Fighter/Paramedic,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1982,10/16/2010,N,DAVIDSON
MAC10A,50398.29,10503,Education and Training Asst,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1980,10/18/2010,Y,DAVIDSON
ET0303,42476.72,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1979,10/18/2010,N,WILSON
NS,43404,,.,Circuit Court Satellite,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1959,11/01/2010,N,DAVIDSON
SR0507,31133.89,10121,Office Support Rep 2,Circuit Court Clerk,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1988,02/04/2013,N,WILSON
SR1400,85994.02,03074,Medical Admin Asst 3,Health,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1956,10/25/2010,Y,DAVIDSON
SR0600,30595.14,10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,F,03,Hispanic,1956,10/25/2010,N,DAVIDSON
HD0300,33880.83,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1967,10/25/2010,N,DAVIDSON
HD0300,34836.73,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1982,10/25/2010,N,SUMNER
CO0202,37153.4,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1980,11/01/2010,N,CHEATHAM
CO0202,37153.4,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,11/01/2010,N,MONTGOMERY
CO0203,38351.76,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,11/01/2010,N,DICKSON
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,11/01/2010,N,ROBERTSON
CO0203,38351.76,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,11/01/2010,N,DAVIDSON
SR0705,36672.57,10614,Security Officer 2,Sheriff,Full Time,004,Protective Service Workers,F,02,Black,1984,11/01/2010,N,DAVIDSON
CO0203,38351.76,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1985,11/01/2010,N,DAVIDSON
CO0202,37153.4,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,11/01/2010,N,RUTHERFORD
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1978,11/01/2010,N,MONTGOMERY
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,11/01/2010,N,CHEATHAM
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1983,11/01/2010,N,DAVIDSON
SR0704,35593.62,10614,Security Officer 2,Sheriff,Full Time,004,Protective Service Workers,F,02,Black,1979,11/01/2010,N,RUTHERFORD
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,11/01/2010,N,WILLIAMSON
PS0401,44887.3,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,10/01/2013,N,DAVIDSON
SR0802,37153.4,07143,Sheriff Case Worker 1,Sheriff,Full Time,006,Administrative Support,F,02,Black,1978,11/01/2010,N,DAVIDSON
CO0203,38351.76,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1968,11/01/2010,N,ROBERTSON
CO0203,38351.76,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1984,11/01/2010,N,DAVIDSON
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1965,11/01/2010,N,ROBERTSON
SR0606,33867.51,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,M,02,Black,1981,11/01/2010,N,DAVIDSON
TL1002,42411.69,02230,Bldg Maint Lead Mechanic,Parks,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1954,11/01/2010,N,DAVIDSON
NS,44167.43,07791,Judicial Asst 2,State Trial Courts,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1964,11/01/2010,Y,WILLIAMSON
SR1002,45452.36,07381,Program Supv,Sheriff,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1977,11/08/2010,N,RUTHERFORD
SR0800,35955.04,10473,Information Sys Media Tech 1,Information Technology Service,Full Time,003,Technicians,M,02,Black,1976,11/08/2010,N,DAVIDSON
SR0903,42476.72,06868,Plumbing Inspector 1,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1969,11/15/2010,N,DAVIDSON
DP0100,85000,01584,Human Relations Dir,Human Relations Commission,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1971,02/09/2015,Y,DAVIDSON
TG1304,47161.79,10118,Master Tech,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1978,11/15/2010,N,WILLIAMSON
TG1002,38498.5,00680,Automotive Mechanic,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1974,11/15/2010,N,DAVIDSON
SR0903,42476.72,02890,Librarian 1,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1983,11/15/2010,Y,DAVIDSON
SR0601,29027.16,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1956,11/15/2010,N,DAVIDSON
SR0603,30963.3,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1985,11/15/2010,N,DAVIDSON
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1955,11/17/2010,N,DAVIDSON
SR0701,32356.77,06880,Recreation Leader,Parks,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1975,10/01/2014,N,WILSON
NS,29290,06789,Deputy Clerk 3,County Clerk,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1958,11/01/2010,N,DAVIDSON
NS,34855.1,06696,Deputy Criminal Ct Clerk 7,Criminal Court Clerk,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1985,12/03/2010,N,DAVIDSON
SR0903,42476.72,02890,Librarian 1,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1977,11/29/2010,Y,DAVIDSON
ET0303,42476.72,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,M,02,Black,1974,12/06/2010,N,SUMNER
ET0302,41149.36,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1987,12/06/2010,N,CHEATHAM
SR0705,36672.57,10123,Office Support Spec 1,Juvenile Court,Full Time,006,Administrative Support,F,02,Black,1959,12/13/2010,N,DAVIDSON
SR0603,30963.3,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1978,12/13/2010,N,DAVIDSON
SR0901,39821.99,02890,Librarian 1,Public Library,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1983,12/13/2010,Y,CHEATHAM
TG1103,41755.72,06081,Automotive Mechanic-Cert,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1985,12/13/2010,N,DAVIDSON
TG1202,41868.82,01770,Bldg & Grnds Electrician,Parks,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1982,12/17/2010,N,DAVIDSON
TG1203,43542.66,07302,Equip Mechanic-Certified,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1958,12/27/2010,N,RUTHERFORD
TG1102,40172.35,01880,Equip Mechanic,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1969,12/27/2010,N,WILSON
TG1102,40172.35,06184,Indust Mechanic 1,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1971,12/27/2010,N,WILSON
MAC05A,30422.08,10231,General Maint Worker,Metro Action Commission,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1971,01/05/2011,N,MAURY
CA0600,43680,10732,Engineering Tech 2-MCC,Convention Center Authority,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1958,03/24/2014,N,SUMNER
SR1200,54282.61,07377,Program Mgr 2,Social Services,Full Time,002,Professionals,M,02,Black,1982,01/03/2011,Y,DAVIDSON
SR1002,45452.16,06123,Historic Preservationist 1,Historical Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1976,01/10/2011,Y,DAVIDSON
SR0404,25425.69,02900,Circulation Asst 1,Public Library,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1983,01/10/2011,N,DAVIDSON
TG1102,40172.35,01880,Equip Mechanic,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1982,01/10/2011,N,ROBERTSON
SR0603,30963.3,07751,Police Security Guard 1,Police,Full Time,004,Protective Service Workers,M,03,Hispanic,1970,06/01/2011,N,WILSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,01/16/2011,N,RUTHERFORD
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,02,Black,1986,01/16/2011,N,DAVIDSON
SR0701,30334.2,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,02,Black,1990,09/26/2014,N,DAVIDSON
SR0603,30963.3,01872,Equip Inventory Asst 1,General Services,Full Time,007,Skilled Craft Workers,M,02,Black,1969,10/03/2011,N,DAVIDSON
HD0300,49066.24,10758,Public Health Nurse 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1962,01/31/2011,N,DAVIDSON
SR0800,39033.36,06567,Commun Disease Investigator,Health,Full Time,002,Professionals,F,02,Black,1987,01/24/2011,N,DAVIDSON
SR0500,30489.65,06485,Outreach Worker,Health,Full Time,006,Administrative Support,F,03,Hispanic,1977,01/27/2011,N,DAVIDSON
SR1300,68511.17,07242,Admin Svcs Mgr,Arts Commission,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1971,02/01/2011,Y,DAVIDSON
PD0100,53827.7,10171,Asst Pub Defender,Public Defender,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1977,02/07/2011,Y,DAVIDSON
NS,29750.56,10315,Case Officer 2,State Trial Courts,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1966,02/07/2011,N,WILSON
SR0901,39821.99,07241,Admin Asst,Assessor of Property,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1987,02/14/2011,N,DAVIDSON
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1956,02/08/2011,N,DAVIDSON
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1989,02/08/2011,N,DAVIDSON
SR0701,32356.77,10163,Service Rep 2,Water Services,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1969,12/16/2011,N,WILLIAMSON
PS0502,54307.04,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,02/01/2011,N,SUMNER
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,02/01/2011,N,WILLIAMSON
SR0800,37896.46,06631,Food Inspector 1,Health,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1987,02/14/2011,N,RUTHERFORD
HD0300,33880.83,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1959,02/14/2011,N,WILLIAMSON
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,03,Hispanic,1991,07/01/2014,N,DAVIDSON
MAC01A,23689.45,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,02,Black,1984,02/07/2011,N,RUTHERFORD
SR1200,53218.24,10753,Division Captain-DCSO,Sheriff,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1965,02/07/2011,Y,MONTGOMERY
NS,29582.9,06787,Deputy Clerk 1,County Clerk,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1964,02/07/2011,N,DAVIDSON
SR0703,34514.67,07365,Police Operations Coord 1,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1985,02/16/2011,N,DAVIDSON
SR1400,78154.15,00630,Attorney 2,Law,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1985,03/01/2011,Y,DAVIDSON
SR1002,45452.36,10465,Water Quality Analyst 2,Water Services,Full Time,002,Professionals,F,02,Black,1985,02/26/2011,N,DAVIDSON
TG042M,28563.54,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,02,Black,1964,02/25/2011,N,DAVIDSON
TG1102,40172.35,06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1951,07/09/2011,N,DAVIDSON
PS0401,47580.53,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,03,Hispanic,1979,02/28/2011,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,03/01/2011,N,WILSON
PS0403,49315.3,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,03/01/2011,N,SUMNER
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,03/01/2011,N,WILLIAMSON
