Pay Grade/Step,Annual Salary,Class .,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N
PS0504,59255.69,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,1/1/2009,N
PS0405,52142.33,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,1/1/2009,N
PS0405,52142.33,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,1/1/2009,N
PS0601,59321.71,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1986,1/1/2009,N
PS0602,61299.07,07366,Police Sergeant,Police,Full Time,003,Technicians,M,02,Black,1983,1/1/2009,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,1/1/2009,N
PS0405,52142.33,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1967,1/1/2009,N
SP0100,9822.27,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1953,9/4/2012,N
ET0303,43538.64,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1981,10/17/2011,N
TG0702,34082.03,06827,Equip Operator 2,Water Services,Full Time,008,Service Maintenance,M,02,Black,1958,12/20/2014,N
SR0806,42995.51,02670,Appraiser 2,Assessor of Property,Full Time,002,Professionals,M,02,Black,1952,9/1/2013,N
PS0601,59321.71,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1985,1/16/2009,N
SR1200,60827.33,03072,Medical Admin Asst 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1958,1/24/2009,Y
MAC08B,38362.36,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1985,12/14/2015,N
ET0402,46588.67,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1980,1/26/2009,N
NS,36936,06554,Deputy-Tax Accounting,Trustee,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1966,1/26/2009,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1983,2/1/2009,N
PS0601,59321.71,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1983,2/1/2009,N
PS0504,55901.59,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,2/1/2009,N
ET0402,46588.67,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1969,1/26/2009,N
ET0402,46588.67,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,F,02,Black,1981,1/26/2009,N
NS,46128,,                             .,Circuit Court Satellite,Full Time,006,Administrative Support,F,02,Black,1965,2/1/2009,N
SR0702,25708.8,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1957,2/1/2009,N
PS0602,61299.07,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1985,2/16/2009,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,2/16/2009,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,2/16/2009,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1969,2/16/2009,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,2/16/2009,N
PS0403,52020.8,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,9/1/2013,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,2/16/2009,N
PS0405,53706.6,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,2/16/2009,N
PS0405,52142.33,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1981,2/16/2009,N
PS0601,59321.71,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1984,2/16/2009,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,2/16/2009,N
TG0703,35357.21,06827,Equip Operator 2,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1973,9/26/2015,N
MAC08B,38363.52,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1983,10/29/2012,N
SR1400,82604.18,06847,Library Admin,Public Library,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1951,2/23/2009,Y
SR0504,29253.43,06311,Homemaker,Social Services,Full Time,005,Para-Professional,F,02,Black,1960,8/13/2012,N
NS,61350.88,07040,Facility Coord,State Fair Board,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1953,3/9/2009,N
NS,29000.52,09020,Seasonal/Part-time/Temporary,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1973,3/9/2009,N
SR0904,44899.19,10723,Crime Lab Forensic Technician,Police,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1977,3/16/2009,N
PS0403,52020.45,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,F,02,Black,1976,12/16/2011,N
SR0701,33165.69,02901,Library Assoc 2,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1955,4/6/2009,N
SR0700,33828.99,06481,Home Economist,Health,Full Time,002,Professionals,F,02,Black,1982,11/1/2014,N
CA0100,24024,10674,Set Up Staff-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1969,3/2/2015,N
MAC07C,34528,10227,Family Svcs Spec 2,Metro Action Commission,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1972,9/28/2009,N
NS,31054.4,06302,Deputy Clerk & Master I,Clerk and Master,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1984,4/7/2010,N
NS,28274.46,02799,Maint & Repair Worker 1,State Fair Board,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1972,4/13/2009,N
PS0405,52142.33,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,4/16/2009,N
ET0402,46588.67,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1979,4/20/2009,N
HD0300,51298.75,10758,Public Health Nurse 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1953,4/18/2009,N
ET0403,48091.29,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,F,02,Black,1983,10/18/2010,N
NS,28274.46,02799,Maint & Repair Worker 1,State Fair Board,Full Time,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1965,4/28/2009,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,5/1/2009,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,5/1/2009,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,5/1/2009,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1958,5/1/2009,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,5/1/2009,N
PS0405,53706.6,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,5/1/2009,N
PS0504,59255.69,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,5/16/2009,N
PS0405,52142.33,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,5/16/2009,N
CO0101,33165.69,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,02,Black,1992,7/1/2015,N
SR0702,34271.61,06880,Recreation Leader,Parks,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1994,5/23/2009,N
SR0704,27362.4,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,02,Black,1987,5/22/2009,N
PS0405,52142.33,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,6/1/2009,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1983,6/1/2009,N
PS0405,52142.33,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,6/1/2009,N
PS0504,59255.69,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,04,Asian or Pacific Islander,1986,6/1/2009,N
PS0405,52142.33,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,6/1/2009,N
PS0404,50609.12,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,6/1/2009,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,6/1/2009,N
PS0405,55270.87,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,6/1/2009,N
PD0100,65962.59,10171,Asst Pub Defender,Public Defender,Full Time,002,Professionals,F,02,Black,1983,6/1/2009,Y
NS,38576.89,07955,Career Coach-NCAC,NCAC,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1954,6/12/2009,N
MAC08B,38362.36,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1989,8/10/2015,N
SR0701,15924.48,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,02,Black,1994,5/22/2015,N
SR0603,31737.38,10122,Office Support Rep 3,Juvenile Court,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1985,6/10/2013,N
SR0800,47908.79,07379,Program Spec 2,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1973,8/1/2014,N
SR0703,35377.54,07711,Sheriff Prisoner Processor 1,Sheriff,Full Time,006,Administrative Support,F,02,Black,1978,11/1/2009,N
,35804,07243,Admin Svcs Officer 2,Police,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1949,4/16/2015,N
NS,12885.35,09020,Seasonal/Part-time/Temporary,Health,Part Time,005,Para-Professional,F,02,Black,1971,7/13/2009,N
SR0600,31987.22,07378,Program Spec 1,Health,Full Time,002,Professionals,F,03,Hispanic,1989,7/25/2009,N
SR1200,56752.47,03072,Medical Admin Asst 1,Health,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1980,8/1/2009,Y
SR0801,36853.92,02867,Law Clerk,Public Defender,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1982,5/18/2015,N
SR0702,34271.61,10123,Office Support Spec 1,General Sessions Court,Full Time,006,Administrative Support,M,02,Black,1955,8/13/2009,N
SR1001,45086.06,07244,Admin Svcs Officer 3,Codes Administration,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1958,10/3/2011,Y
SR1500,94662.85,04674,Attorney 3,Law,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1979,8/17/2009,Y
MAC01A,24776.96,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,02,Black,1989,8/10/2009,N
MAC08B,38362.36,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1985,8/10/2009,N
SR0701,15924.48,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1993,5/25/2012,N
HD0300,35422.41,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1957,8/7/2009,N
SS0100,22312.84,03447,School Crossing Guard Supv,Police,Part Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1956,8/11/2009,N
SP0100,9822.27,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1958,8/11/2009,N
SP0100,9822.27,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1950,8/11/2009,N
PS0503,57460.2,07344,Paramedic 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,5/16/2013,N
SR1200,58902.3,10152,Finance Officer 3,Finance,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1984,8/31/2009,Y
MAC06C,36162.98,10201,Account Clerk 2,Metro Action Commission,Full Time,006,Administrative Support,F,02,Black,1981,8/24/2009,N
SR0600,34505.58,10780,Animal Care & Con Ken Asst 2,Health,Full Time,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1977,8/27/2009,N
TG1204,46370.11,07302,Equip Mechanic-Certified,General Services,Full Time,007,Skilled Craft Workers,M,02,Black,1965,8/24/2009,N
SR1200,62258,00480,Attorney 1,State Trial Courts,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1986,5/1/2015,Y
NS,4263.8,07243,Admin Svcs Officer 2,Sheriff,Part Time,002,Professionals,F,03,Hispanic,1955,9/1/2009,N
NS,504,09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1954,9/1/2009,N
NS,200,09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1955,6/21/2013,N
NS,540,09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1994,9/4/2009,N
CO0204,40538.87,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,11/1/2010,N
NS,46940,10541,Deputy Court Clerk,State Trial Courts,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1960,9/8/2009,Y
SR1200,67080.59,07778,Historic Preservationist 2,Historical Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1964,9/14/2009,Y
DP0100,93172.5,10802,Office of Family Safety-Dir,Office of Family Safety,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1967,8/21/2014,Y
SP0100,9822.27,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1936,9/10/2009,N
CA0100,9984,10679,Ambassador 1 -MCC,Convention Center Authority,Part Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1948,2/9/2015,N
MAC08B,38362.36,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1992,11/2/2015,N
NS,37689.22,06504,Deputy Criminal Ct Clerk 3,Criminal Court Clerk,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1969,9/23/2009,N
SR1300,77302.04,07295,Engineer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1959,9/19/2009,Y
SR0604,32729.65,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1989,1/3/2011,N
PS0601,55963.88,07366,Police Sergeant,Police,Full Time,003,Technicians,M,03,Hispanic,1982,10/1/2009,N
PS0404,50609.12,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,10/1/2009,N
PS0404,50609.12,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,10/1/2009,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,10/1/2009,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,10/1/2009,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,10/1/2009,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,10/1/2009,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,10/1/2009,N
PS0404,50609.12,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,10/1/2009,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,10/1/2009,N
PS0404,52127.39,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,10/1/2009,N
PS0404,50609.12,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,10/1/2009,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,10/1/2009,N
PS0404,50609.12,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,10/1/2009,N
NS,155000,10811,Dir of Infrasturcture-Mayor's,Mayor's Office,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1956,10/26/2015,N
SR1000,47825.43,10475,Information Sys Oper Analyst 1,Information Technology Service,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1962,7/30/2012,N
ET0402,46588.67,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1983,10/12/2009,N
SR0703,35377.54,10123,Office Support Spec 1,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1961,10/5/2009,N
ET0402,46588.67,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,M,03,Hispanic,1980,10/12/2009,N
NS,29150.72,10309,Operations Officer,Office of Emergency Mgmt,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1958,10/22/2012,N
MAC10D,46930.54,10790,Early Child Asst Ctr Mgr-MAC,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1966,11/2/2009,Y
MAC10D,46930.54,10790,Early Child Asst Ctr Mgr-MAC,Metro Action Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1986,10/19/2009,Y
SR1300,70059.17,07234,Information Systems Advisor 1,Police,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1977,10/16/2009,Y
TL1402,51146.24,07787,Indust Tech Master,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1973,10/17/2009,N
TL1402,51146.24,07787,Indust Tech Master,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1971,10/17/2009,N
TL1303,51331.7,06195,Indust Electronics Tech 2,Water Services,Full Time,003,Technicians,F,02,Black,1987,10/17/2009,N
TL1403,53256.07,07787,Indust Tech Master,Water Services,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1953,10/17/2009,N
SR1300,77302.04,07295,Engineer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1964,10/17/2009,Y
PS0405,52142.33,01818,Emerg Medical Tech 2,Fire,Full Time,003,Technicians,M,02,Black,1970,10/16/2009,N
PS0405,52142.33,01818,Emerg Medical Tech 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1981,10/16/2009,N
PS0504,57578.64,07344,Paramedic 2,Fire,Full Time,003,Technicians,M,02,Black,1980,10/16/2009,N
PS0505,57595.46,07344,Paramedic 2,Fire,Full Time,003,Technicians,M,03,Hispanic,1974,10/16/2009,N
PS0404,50609.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,10/16/2009,N
PS0405,55270.87,01818,Emerg Medical Tech 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1977,10/16/2009,N
PS0405,52142.33,01818,Emerg Medical Tech 2,Fire,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1985,10/16/2009,N
PS0405,55270.87,01818,Emerg Medical Tech 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1982,10/16/2009,N
PS0404,50609.12,10125,Paramedic 1,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1980,10/16/2009,N
PS0503,57460.2,07344,Paramedic 2,Fire,Full Time,003,Technicians,F,02,Black,1982,10/16/2009,N
PS0505,59323.32,07344,Paramedic 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1985,10/16/2009,N
PS0505,59323.32,07344,Paramedic 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1983,10/16/2009,N
PS0505,59323.32,07344,Paramedic 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1977,10/16/2009,N
PS0404,50609.12,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,11/1/2009,N
PS0404,50609.12,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,11/1/2009,N
PS0601,59321.71,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1982,11/1/2009,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,11/1/2009,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,11/1/2009,N
PS0404,50609.12,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,8/1/2010,N
PS0404,50609.12,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,11/1/2009,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,11/1/2009,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,11/1/2009,N
PS0404,50609.12,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,11/1/2009,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,11/1/2009,N
PS0404,53645.28,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1986,11/1/2009,N
PS0602,61299.07,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1987,11/1/2009,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,11/1/2009,N
PS0505,57595.46,07344,Paramedic 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1978,10/16/2009,N
PS0404,50609.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,10/16/2009,N
PS0505,57595.46,07344,Paramedic 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1972,10/16/2009,N
PS0505,57595.46,07344,Paramedic 2,Fire,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1981,10/16/2009,N
HD0300,35422.41,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1967,10/26/2009,N
PS0502,52513.89,07344,Paramedic 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,1/1/2013,N
SR0802,38082.24,07375,Probation Officer 1,General Sessions Court,Full Time,002,Professionals,F,02,Black,1982,4/1/2014,N
PS0403,52020.45,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,11/1/2009,N
CO0204,40538.87,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,11/1/2009,N
CO0105,37589.38,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,11/1/2009,N
CO0204,40538.87,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,F,02,Black,1970,11/1/2009,N
SR0804,40538.87,10748,Laundry Officer-DCSO,Sheriff,Full Time,002,Professionals,M,02,Black,1966,11/1/2009,N
CO0204,40538.87,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1972,11/1/2009,N
CO0203,39310.55,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,11/1/2009,N
SR0703,35377.54,07711,Sheriff Prisoner Processor 1,Sheriff,Full Time,006,Administrative Support,F,02,Black,1985,11/1/2009,N
TG1102,41176.66,06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1984,3/16/2013,N
CO0204,40538.87,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1972,11/1/2009,N
PS0403,49075.9,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,10/1/2012,N
PS0404,53645.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,11/1/2009,N
ET0101,29752.84,10407,Emer Telecommunications Off 1,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1995,3/2/2015,N
ET0201,33165.6,10408,Emer Telecommunications Off 2,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1973,10/14/2013,N
TL1402,51146.24,07787,Indust Tech Master,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1969,10/31/2009,N
NS,75000,10821,Trans & Sustainability Mg-MO,Mayor's Office,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1979,11/16/2009,Y
PD0100,61566.07,10171,Asst Pub Defender,Public Defender,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1980,11/18/2009,Y
SR1200,56752.47,10644,Nutritionist 4,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1982,11/14/2009,Y
TG1203,44631.23,07302,Equip Mechanic-Certified,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1954,11/16/2009,N
TL1403,53256.07,07787,Indust Tech Master,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1974,11/28/2009,N
SR0610,38683.28,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1988,11/1/2010,N
SR0900,43880.94,06034,Program Coord,Health,Full Time,002,Professionals,M,02,Black,1986,11/28/2009,N
SR1101,49648.54,07421,Zoning Examiner,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1964,12/14/2009,N
